駅名(漢字)	読み	頭文字	母音	県	会社	路線	廃駅	文字数
杉安	すぎやす	す	UIAU	宮崎県	国鉄	妻線	D	2
杉山	すぎやま	す	UIAA	愛知県	豊橋鉄道	渥美線		2
宿毛	すくも	す	UUO	高知県	土佐くろしお鉄道	宿毛線		2
スクリーン	すくりーん	す	UUIIN	滋賀県	近江鉄道	多賀線		5
助信	すけのぶ	す	UEOU	静岡県	遠州鉄道			2
巣子	すご	す	UO	岩手県	IGRいわて銀河鉄道			2
須佐	すさ	す	UA	山口県	JR西日本	山陰本線		2
周匝	すさい	す	UAI	岡山県	片上鉄道		D	2
須坂	すざか	す	UAA	長野県	長野電鉄			2
須崎	すさき	す	UAI	高知県	JR四国	土讃線		2
洲先	すざき	す	UAI	兵庫県	阪神	武庫川線		2
周参見	すさみ	す	UAI	和歌山県	JR西日本	紀勢本線		3
逗子	ずし	ず	UI	神奈川県	JR東日本	横須賀線		2
鈴鹿	すずか	す	UUA	三重県	伊勢鉄道			2
すずかけ台	すずかけだい	す	UUAEAI	東京都	東急	田園都市線		5
鈴鹿サーキット稲生	すずかさーきっといのう	す	UUAAAIOIOO	三重県	伊勢鉄道			9
鈴鹿市	すずかし	す	UUAI	三重県	近鉄	鈴鹿線		3
鈴木町	すずきちょう	す	UUIOO	神奈川県	京急	大師線		3
すすきの	すすきの	す	UUIO	北海道	札幌市営地下鉄	南北線		4
雀田	すずめだ	す	UUEA	山口県	JR西日本	小野田線		2
雀宮	すずめのみや	す	UUEOIA	栃木県	JR東日本	東北本線		2
鈴蘭台	すずらんだい	す	UUANAI	兵庫県	神鉄	有馬線		3
鈴蘭台西口	すずらんだいにしぐち	す	UUANAIIIUI	兵庫県	神鉄	粟生線		5
すずらんの里	すずらんのさと	す	UUANOAO	長野県	JR東日本	中央本線		6
周船寺	すせんじ	す	UENI	福岡県	JR九州	筑肥線		3
裾野	すその	す	UOO	静岡県	JR東海	御殿場線		2
隅田	すだ	す	UA	和歌山県	JR西日本	和歌山線		2
寿都	すつ	す	UU	北海道	寿都鉄道		D	2
須津	すど	す	UO	静岡県	岳南鉄道			2
砂川	すながわ	す	UAAA	北海道	JR北海道	函館本線		2
砂川七番	すながわななばん	す	UAAAAAAN	東京都	多摩都市モノレール			4
砂田橋	すなだばし	す	UAAAI	愛知県	名古屋市営地下鉄	名城線		3
須波	すなみ	す	UAI	広島県	JR西日本	呉線		2
須原[長野]	すはら	す	UAA	長野県	JR東海	中央本線		2
洲原[岐阜]	すはら	す	UAA	岐阜県	長良川鉄道			2
周布	すふ	す	UU	島根県	JR西日本	山陰本線		2
スペースワールド	すぺーすわーるど	す	UEEUAAUO	福岡県	JR九州	鹿児島本線		8
スポーツ公園	すぽーつこうえん	す	UOOUOOEN	福井県	福井鉄道	福武線		6
スポーツセンター	すぽーつせんたー	す	UOOUENAA	千葉県	千葉都市モノレール			8
須磨	すま	す	UA	兵庫県	JR西日本	山陽本線		2
須磨浦公園	すまうらこうえん	す	UAUAOOEN	兵庫県	山陽電鉄	本線		5
須磨海浜公園	すまかいひんこうえん	す	UAAIINOOEN	兵庫県	JR西日本	山陽本線		6
須磨寺	すまでら	す	UAEA	兵庫県	山陽電鉄	本線		3
澄川	すみかわ	す	UIAA	北海道	札幌市営地下鉄	南北線		2
墨染	すみぞめ	す	UIOE	京都府	京阪	本線		2
隅田川(貨)	すみだがわ	す	UIAAA	東京都	JR貨物	隅田川貨物線		3
住ノ江	すみのえ	す	UIOE	大阪府	南海	本線		3
住之江公園	すみのえこうえん	す	UIOEOOEN	大阪府	大阪市高速電気軌道	四つ橋線		5
住道	すみのどう	す	UIOOO	大阪府	JR西日本	片町線		2
住吉(JR西日本)	すみよし	す	UIOI	兵庫県	JR西日本	東海道本線		2
住吉(熊本)	すみよし	す	UIOI	熊本県	JR九州	三角線		2
住吉(東京)	すみよし	す	UIOI	東京都	東京メトロ	半蔵門線		2
住吉(阪神)	すみよし	す	UIOI	兵庫県	阪神	本線		2
住吉(大阪)	すみよし	す	UIOI	大阪府	阪堺電軌	阪堺線		2
住吉(長崎)	すみよし	す	UIOI	長崎県	長崎電軌	本線		2
住吉大社	すみよしたいしゃ	す	UIOIAIA	大阪府	南海	本線		4
住吉町	すみよしちょう	す	UIOIOO	愛知県	名鉄	河和線		3
住吉通	すみよしどおり	す	UIOIOOI	高知県	とさでん	後免線		3
住吉鳥居前	すみよしとりいまえ	す	UIOIOIIAE	大阪府	阪堺電軌	阪堺線		5
住吉東	すみよしひがし	す	UIOIIAI	大阪府	南海	高野線		3
須屋	すや	す	UA	熊本県	熊本電鉄	菊池線		2
摺沢	すりさわ	す	UIAA	岩手県	JR東日本	大船渡線		2
駿河小山	するがおやま	す	UUAOAA	静岡県	JR東海	御殿場線		4
駿河徳山	するがとくやま	す	UUAOUAA	静岡県	大井川鐵道	本線		4
諏訪	すわ	す	UA	長崎県	JR九州	大村線		2
諏訪(鹿児島)	すわ	す	UA	鹿児島県	国鉄	大隅線	D	2
諏訪神社	すわじんじゃ	す	UAINA	長崎県	長崎電軌	蛍茶屋支線		4
諏訪町	すわちょう	す	UAOO	愛知県	名鉄	豊川線		3
諏訪川原	すわのかわら	す	UAOAOA	富山県	富山地鉄	市内軌道線		4
諏訪ノ平	すわのたいら	す	UAOAIA	青森県	青い森鉄道			4
諏訪ノ森	すわのもり	す	UAOOI	大阪府	南海	本線		4
寸座	すんざ	す	UNA	静岡県	天竜浜名湖鉄道			2
聖愛中高前	せいあいちゅうこうまえ	せ	EIAIUUOOAE	青森県	弘南鉄道	大鰐線		5
青函トンネル記念館	せいかんとんねるきねんかん	せ	EIANONEUIENAN	青森県	青函トンネル竜飛斜坑線			9
清輝橋	せいきばし	せ	EIIAI	岡山県	岡山電軌	清輝橋線		3
静修学園前	せいしゅうがくえんまえ	せ	EIUUAUENAE	北海道	札幌市電			5
成城学園前	せいじょうがくえんまえ	せ	EIOOAUENAE	東京都	小田急	小田原線		5
西神中央	せいしんちゅうおう	せ	EIINUUOO	兵庫県	神戸市営地下鉄	西神・山手線		4
西神南	せいしんみなみ	せ	EIINIAI	兵庫県	神戸市営地下鉄	西神・山手線		3
聖蹟桜ヶ丘	せいせきさくらがおか	せ	EIEIAUAAOA	東京都	京王	京王線		5
勢浜	せいはま	せ	EIAA	福井県	JR西日本	小浜線		2
整備場	せいびじょう	せ	EIIOO	東京都	東京モノレール			3
西武園	せいぶえん	せ	EIUEN	東京都	西武	西武園線		3
西武球場前	せいぶきゅうじょうまえ	せ	EIUUUOOAE	埼玉県	西武	狭山線		5
西武新宿	せいぶしんじゅく	せ	EIUINUU	東京都	西武	新宿線		4
西武立川	せいぶたちかわ	せ	EIUAIAA	東京都	西武	拝島線		4
西武秩父	せいぶちちぶ	せ	EIUIIU	埼玉県	西武	秩父線		4
西武柳沢	せいぶやぎさわ	せ	EIUAIAA	東京都	西武	新宿線		4
西武遊園地	せいぶゆうえんち	せ	EIUUUENI	埼玉県	西武	多摩湖線		5
清峰高校前	せいほうこうこうまえ	せ	EIOOOOOOAE	長崎県	松浦鉄道			5
清明	せいめい	せ	EIEI	福井県	福井鉄道	福武線		2
清流新岩国	せいりゅうしんいわくに	せ	EIUUINIAUI	山口県	錦川鉄道			5
清和学園前	せいわがくえんまえ	せ	EIAAUENAE	高知県	とさでん	後免線		5
瀬川	せがわ	せ	EAA	岩手県	花巻電鉄	花巻温泉線	D	2
関(三重)	せき	せ	EI	三重県	JR西日本	関西本線		1
関(岐阜)	せき	せ	EI	岐阜県	長良川鉄道			1
関金	せきがね	せ	EIAE	鳥取県	国鉄	倉吉線	D	2
関ヶ原	せきがはら	せ	EIAAA	岐阜県	JR東海	東海道本線		3
関川	せきがわ	せ	EIAA	愛媛県	JR四国	予讃線		2
関口	せきぐち	せ	EIUI	岐阜県	長良川鉄道			2
関山口	せきさんぐち	せ	EIANUI	福島県	国鉄	白棚線	D	3
積志	せきし	せ	EII	静岡県	遠州鉄道			2
関下有知	せきしもうち	せ	EIIOUI	岐阜県	長良川鉄道			4
関市役所前	せきしやくしょまえ	せ	EIIAUOAE	岐阜県	長良川鉄道			5
赤十字病院前	せきじゅうじびょういんまえ	せ	EIUUIOOINAE	愛媛県	伊予鉄道	城北線		6
赤十字前	せきじゅうじまえ	せ	EIUUIAE	福井県	福井鉄道	福武線		4
関都	せきと	せ	EIO	福島県	JR東日本	磐越西線		2
関富岡	せきとみおか	せ	EIOIOA	岐阜県	長良川鉄道			3
関根	せきね	せ	EIE	山形県	JR東日本	奥羽本線		2
関ノ宮	せきのみや	せ	EIOIA	三重県	JR東海	名松線		3
関目	せきめ	せ	EIE	大阪府	京阪	本線		2
関目成育	せきめせいいく	せ	EIEEIIU	大阪府	大阪市高速電気軌道	今里筋線		4
関目高殿	せきめたかどの	せ	EIEAAOO	大阪府	大阪市高速電気軌道	谷町線		4
関屋(新潟)	せきや	せ	EIA	新潟県	JR東日本	越後線		2
関屋(奈良)	せきや	せ	EIA	奈良県	近鉄	大阪線		2
関山	せきやま	せ	EIAA	新潟県	えちごトキめき鉄道	妙高はねうまライン		2
瀬越	せごし	せ	EOI	北海道	JR北海道	留萌本線	D	2
膳所	ぜぜ	ぜ	EE	滋賀県	JR西日本	東海道本線		2
瀬々串	せせくし	せ	EEUI	鹿児島県	JR九州	指宿枕崎線		3
膳所本町	ぜぜほんまち	ぜ	EEONAI	滋賀県	京阪	石山坂本線		4
瀬田(滋賀)	せた	せ	EA	滋賀県	JR西日本	東海道本線		2
瀬田(熊本)	せた	せ	EA	熊本県	JR九州	豊肥本線		2
瀬高	せたか	せ	EAA	福岡県	JR九州	鹿児島本線		2
世田谷	せたがや	せ	EAAA	東京都	東急	世田谷線		3
世田谷代田	せたがやだいた	せ	EAAAAIA	東京都	小田急	小田原線		5
清児	せちご	せ	EIO	大阪府	水間鉄道			2
世知原	せちばる	せ	EIAU	長崎県	国鉄	世知原線	D	3
接岨峡温泉	せっそきょうおんせん	せ	EOOONEN	静岡県	大井川鐵道	井川線		5
摂待	せったい	せ	EAI	岩手県	三陸鉄道	リアス線		2
摂津	せっつ	せ	EU	大阪府	大阪高速鉄道	大阪モノレール線		2
摂津市	せっつし	せ	EUI	大阪府	阪急	京都本線		3
摂津富田	せっつとんだ	せ	EUONA	大阪府	JR西日本	東海道本線		4
摂津本山	せっつもとやま	せ	EUOOAA	兵庫県	JR西日本	東海道本線		4
節婦	せっぷ	せ	EU	北海道	JR北海道	日高本線		2
瀬戸	せと	せ	EO	岡山県	JR西日本	山陽本線		2
瀬戸石	せといし	せ	EOII	熊本県	JR九州	肥薩線		3
瀬戸口	せとぐち	せ	EOUI	愛知県	愛知環状鉄道			3
瀬戸市	せとし	せ	EOI	愛知県	愛知環状鉄道			3
瀬戸市役所前	せとしやくしょまえ	せ	EOIAUOAE	愛知県	名鉄	瀬戸線		6
瀬戸瀬	せとせ	せ	EOE	北海道	JR北海道	石北本線		3
銭函	ぜにばこ	ぜ	EIAO	北海道	JR北海道	函館本線		2
瀬野	せの	せ	EO	広島県	JR西日本	山陽本線		2
瀬上	せのうえ	せ	EOUE	福島県	阿武隈急行			2
妹尾	せのお	せ	EOO	岡山県	JR西日本	宇野線		2
瀬野深江	せのふかえ	せ	EOUAE	長崎県	島原鉄道		D	4
洗馬	せば	せ	EA	長野県	JR東海	中央本線		2
瀬辺地	せへじ	せ	EEI	青森県	JR東日本	津軽線		3
瀬見温泉	せみおんせん	せ	EIONEN	山形県	JR東日本	陸羽東線		4
瀬峰	せみね	せ	EIE	宮城県	JR東日本	東北本線		2
瀬谷	せや	せ	EA	神奈川県	相鉄	本線		2
勢野北口	せやきたぐち	せ	EAIAUI	奈良県	近鉄	生駒線		4
世良田	せらだ	せ	EAA	群馬県	東武	伊勢崎線		3
膳	ぜん	ぜ	EN	群馬県	上毛電鉄			1
泉岳寺	せんがくじ	せ	ENAUI	東京都	都営地下鉄	浅草線		3
千川[豊島区]	せんかわ	せ	ENAA	東京都	東京メトロ	有楽町線		2
仙川[調布市]	せんがわ	せ	ENAA	東京都	京王	京王線		2
善行	ぜんぎょう	ぜ	ENOO	神奈川県	小田急	江ノ島線		2
千軒	せんげん	せ	ENEN	北海道	JR北海道	松前線	D	2
せんげん台	せんげんだい	せ	ENENAI	埼玉県	東武	伊勢崎線		5
浅間町	せんげんちょう	せ	ENENOO	愛知県	名古屋市営地下鉄	鶴舞線		3
前後	ぜんご	ぜ	ENO	愛知県	名鉄	名古屋本線		2
善光寺	ぜんこうじ	ぜ	ENOOI	山梨県	JR東海	身延線		3
善光寺下	ぜんこうじした	ぜ	ENOOIIA	長野県	長野電鉄			4
千石	せんごく	せ	ENOU	東京都	都営地下鉄	三田線		2
前栽	せんざい	せ	ENAI	奈良県	近鉄	天理線		2
仙崎	せんざき	せ	ENAI	山口県	JR西日本	仙崎支線		2
銭座町	ぜんざまち	ぜ	ENAAI	長崎県	長崎電軌	本線		3
善師野	ぜんじの	ぜ	ENIO	愛知県	名鉄	広見線		3
千住大橋	せんじゅおおはし	せ	ENUOOAI	東京都	京成	本線		4
千寿ヶ原	せんじゅがはら	せ	ENUAAA	富山県	立山砂防軌道			4
千丈	せんじょう	せ	ENOO	愛媛県	JR四国	予讃線		2
禅昌寺	ぜんしょうじ	ぜ	ENOOI	岐阜県	JR東海	高山本線		3
千畳敷(青森)	せんじょうじき	せ	ENOOII	青森県	JR東日本	五能線		3
千畳敷(長野)	せんじょうじき	せ	ENOOII	長野県	駒ヶ岳ロープウェイ			3
千頭	せんず	せ	ENU	静岡県	大井川鐵道	本線		2
洗足	せんぞく	せ	ENOU	東京都	東急	目黒線		2
洗足池	せんぞくいけ	せ	ENOUIE	東京都	東急	池上線		3
千旦	せんだ	せ	ENA	和歌山県	JR西日本	和歌山線		2
センター北	せんたーきた	せ	ENAAIA	神奈川県	横浜市営地下鉄	ブルーライン		5
センター南	せんたーみなみ	せ	ENAAIAI	神奈川県	横浜市営地下鉄	ブルーライン		5
仙台[宮城]	せんだい	せ	ENAI	宮城県	JR東日本	東北本線		2
川内(鹿児島)	せんだい	せ	ENAI	鹿児島県	JR九州	鹿児島本線		2
仙台北港(貨)	せんだいきたこう	せ	ENAIIAOO	宮城県	仙台臨海鉄道	臨海本線		4
仙台空港	せんだいくうこう	せ	ENAIUUOO	宮城県	仙台空港鉄道			4
仙台港(貨)	せんだいこう	せ	ENAIOO	宮城県	仙台臨海鉄道	臨海本線		3
仙台西港(貨)	せんだいにしこう	せ	ENAIIIOO	宮城県	仙台臨海鉄道	仙台西港線		4
仙台埠頭(貨)	せんだいふとう	せ	ENAIUOO	宮城県	仙台臨海鉄道	仙台埠頭線		4
千平	せんだいら	せ	ENAIA	群馬県	上信電鉄			2
千駄ヶ谷	せんだがや	せ	ENAAA	東京都	JR東日本	中央本線		4
千駄木	せんだぎ	せ	ENAI	東京都	東京メトロ	千代田線		3
千丁	せんちょう	せ	ENOO	熊本県	JR九州	鹿児島本線		2
善通寺	ぜんつうじ	ぜ	ENUUI	香川県	JR四国	土讃線		3
善通寺赤門前	ぜんつうじあかもんまえ	ぜ	ENUUIAAONAE	香川県	琴平参宮電鉄	丸亀線	D	6
善通寺車庫前	ぜんつうじしゃこまえ	ぜ	ENUUIAOAE	香川県	琴平参宮電鉄	丸亀線	D	6
善通寺南口	ぜんつうじみなみぐち	ぜ	ENUUIIAIUI	香川県	琴平参宮電鉄	琴平線	D	5
善導寺	ぜんどうじ	ぜ	ENOOI	福岡県	JR九州	久大本線		3
千徳	せんとく	せ	ENOU	岩手県	JR東日本	山田線		2
仙人谷	せんにんだに	せ	ENINAI	富山県	関西電力	黒部専用鉄道		3
専売公社前	せんばいこうしゃまえ	せ	ENAIOOAAE	大分県	大分交通	別大線	D	5
洗馬橋	せんばばし	せ	ENAAI	熊本県	熊本市電	上熊本線		3
千林	せんばやし	せ	ENAAI	大阪府	京阪	本線		2
千林大宮	せんばやしおおみや	せ	ENAAIOOIA	大阪府	大阪市高速電気軌道	谷町線		4
仙美里	せんびり	せ	ENII	北海道	北海道ちほく高原鉄道		D	3
泉福寺	せんぷくじ	せ	ENUUI	長崎県	松浦鉄道			3
善宝寺	ぜんぽうじ	ぜ	ENOOI	山形県	庄内交通	湯野浜線	D	3
仙北町	せんぼくちょう	せ	ENOUOO	岩手県	JR東日本	東北本線		3
千本	せんぼん	せ	ENON	兵庫県	JR西日本	姫新線		2
千厩	せんまや	せ	ENAA	岩手県	JR東日本	大船渡線		2
千里丘	せんりおか	せ	ENIOA	大阪府	JR西日本	東海道本線		3
千里中央	せんりちゅうおう	せ	ENIUUOO	大阪府	北大阪急行			4
千里山	せんりやま	せ	ENIAA	大阪府	阪急	千里線		3
潜竜ヶ滝	せんりゅうがたき	せ	ENUUAAI	長崎県	松浦鉄道			4
早雲山	そううんざん	そ	OOUNAN	神奈川県	箱根登山鉄道	鋼索線		3
早雲の里荏原	そううんのさとえばら	そ	OOUNOAOEAA	岡山県	井原鉄道			6
桑園	そうえん	そ	OOEN	北海道	JR北海道	函館本線		2
草加	そうか	そ	OOA	埼玉県	東武	伊勢崎線		2
寒河	そうご	そ	OOO	岡山県	JR西日本	赤穂線		2
総合運動公園	そうごううんどうこうえん	そ	OOOOUNOOOOEN	兵庫県	神戸市営地下鉄	西神・山手線		6
総合リハビリセンター	そうごうりはびりせんたー	そ	OOOOIAIIENAA	愛知県	名古屋市営地下鉄	名城線		10
宗吾参道	そうごさんどう	そ	OOOANOO	千葉県	京成	本線		4
雑司が谷	ぞうしがや	ぞ	OOIAA	東京都	東京メトロ	副都心線		4
雑色	ぞうしき	ぞ	OOII	東京都	京急	本線		2
総持寺	そうじじ	そ	OOII	大阪府	阪急	京都本線		3
総社	そうじゃ	そ	OOA	岡山県	JR西日本	伯備線		2
蔵宿	ぞうしゅく	ぞ	OOUU	佐賀県	松浦鉄道			2
崇城大学前	そうじょうだいがくまえ	そ	OOOOAIAUAE	熊本県	JR九州	鹿児島本線		5
崇禅寺	そうぜんじ	そ	OOENI	大阪府	阪急	京都本線		3
